epoch,train_loss_step,step,test_acc_step,test_acc_epoch,train_loss_epoch
0,1.2177784442901611,49,,,
0,1.5025767087936401,99,,,
0,0.8210592269897461,149,,,
0,0.5021243691444397,199,,,
0,0.8903902769088745,249,,,
0,0.341602623462677,299,,,
0,2.0956318378448486,349,,,
0,0.8506631851196289,399,,,
0,0.42330580949783325,449,,,
0,0.5068984031677246,499,,,
0,0.606818675994873,549,,,
0,0.5945477485656738,599,,,
0,0.5560653805732727,649,,,
0,0.98940509557724,699,,,
0,0.5034143924713135,749,,,
0,0.30965280532836914,799,,,
0,0.34470075368881226,849,,,
0,0.42357879877090454,899,,,
0,0.27269524335861206,949,,,
0,1.8990122079849243,999,,,
0,0.22968316078186035,1049,,,
0,0.5176254510879517,1099,,,
0,0.5772548913955688,1149,,,
0,3.343029260635376,1199,,,
0,1.7660409212112427,1249,,,
0,0.5124251842498779,1299,,,
0,0.9158405661582947,1349,,,
0,0.43470513820648193,1399,,,
0,1.6547985076904297,1449,,,
0,1.5734546184539795,1499,,,
0,1.4264237880706787,1549,,,
0,0.6013192534446716,1599,,,
0,0.42032161355018616,1649,,,
0,0.6529287695884705,1699,,,
0,0.29964518547058105,1749,,,
0,0.6097802519798279,1799,,,
0,1.3708415031433105,1849,,,
0,1.3390597105026245,1899,,,
0,0.5391035676002502,1949,,,
0,0.5534753203392029,1999,,,
0,0.3353615701198578,2049,,,
0,0.24323339760303497,2099,,,
,,0,0.96875,,
,,1,1.0,,
,,2,0.984375,,
,,3,0.953125,,
,,4,0.96875,,
,,5,1.0,,
,,6,1.0,,
,,7,0.984375,,
,,8,1.0,,
,,9,1.0,,
,,10,1.0,,
,,11,1.0,,
0,,2110,,0.9872340559959412,
0,,2110,,,0.6348553895950317
1,0.3313913941383362,2149,,,
1,0.3161921203136444,2199,,,
1,0.27868375182151794,2249,,,
1,0.9124771952629089,2299,,,
1,0.26235532760620117,2349,,,
1,0.3685466945171356,2399,,,
1,0.9169625043869019,2449,,,
1,1.3584942817687988,2499,,,
1,0.5269055366516113,2549,,,
1,0.4110657274723053,2599,,,
1,0.530446469783783,2649,,,
1,0.328161358833313,2699,,,
1,0.4420356750488281,2749,,,
1,0.2271810919046402,2799,,,
1,0.34138205647468567,2849,,,
1,0.17445290088653564,2899,,,
1,0.5045473575592041,2949,,,
1,0.604693591594696,2999,,,
1,0.903963029384613,3049,,,
1,0.4672479033470154,3099,,,
1,0.9566479921340942,3149,,,
1,0.32264214754104614,3199,,,
1,0.4188513159751892,3249,,,
1,0.2797672152519226,3299,,,
1,0.30768147110939026,3349,,,
1,0.2120649516582489,3399,,,
1,0.566402792930603,3449,,,
1,0.6075156331062317,3499,,,
1,0.2904047667980194,3549,,,
1,0.9022173881530762,3599,,,
1,1.1306202411651611,3649,,,
1,0.2783246636390686,3699,,,
1,0.25073137879371643,3749,,,
1,0.7794434428215027,3799,,,
1,0.3084915280342102,3849,,,
1,0.9757459163665771,3899,,,
1,0.23020856082439423,3949,,,
1,0.9493293762207031,3999,,,
1,1.364805817604065,4049,,,
1,0.5131818056106567,4099,,,
1,0.3303290903568268,4149,,,
1,0.20896996557712555,4199,,,
,,12,1.0,,
,,13,1.0,,
,,14,1.0,,
,,15,1.0,,
,,16,0.96875,,
,,17,1.0,,
,,18,0.984375,,
,,19,1.0,,
,,20,1.0,,
,,21,1.0,,
,,22,1.0,,
,,23,1.0,,
1,,4221,,0.9957447052001953,
1,,4221,,,0.6258259415626526
2,0.5386677384376526,4249,,,
2,1.0722581148147583,4299,,,
2,0.2309875637292862,4349,,,
2,0.22882109880447388,4399,,,
2,0.7056372761726379,4449,,,
2,0.6295868754386902,4499,,,
2,0.4846734404563904,4549,,,
2,0.29816630482673645,4599,,,
2,0.9527391195297241,4649,,,
2,1.5528868436813354,4699,,,
2,0.6915894746780396,4749,,,
2,1.7387338876724243,4799,,,
2,0.6091272830963135,4849,,,
2,0.2728351652622223,4899,,,
2,0.23186834156513214,4949,,,
2,0.5286104679107666,4999,,,
2,0.19673463702201843,5049,,,
2,0.7195992469787598,5099,,,
2,1.1226704120635986,5149,,,
2,1.2755670547485352,5199,,,
2,0.24059419333934784,5249,,,
2,0.2695640027523041,5299,,,
2,0.48831185698509216,5349,,,
2,0.8970561027526855,5399,,,
2,0.2809998691082001,5449,,,
2,0.4209865629673004,5499,,,
2,0.49222540855407715,5549,,,
2,0.22986796498298645,5599,,,
2,0.5831553339958191,5649,,,
2,0.8593901991844177,5699,,,
2,1.4039853811264038,5749,,,
2,0.514861524105072,5799,,,
2,0.2467058300971985,5849,,,
2,0.5460913181304932,5899,,,
2,0.5348597168922424,5949,,,
2,0.7137043476104736,5999,,,
2,0.2847420871257782,6049,,,
2,1.434394359588623,6099,,,
2,0.8564260005950928,6149,,,
2,0.24297352135181427,6199,,,
2,0.47466516494750977,6249,,,
2,0.4740815758705139,6299,,,
,,24,1.0,,
,,25,1.0,,
,,26,1.0,,
,,27,1.0,,
,,28,1.0,,
,,29,1.0,,
,,30,0.984375,,
,,31,0.984375,,
,,32,1.0,,
,,33,1.0,,
,,34,1.0,,
,,35,1.0,,
2,,6332,,0.9971631169319153,
2,,6332,,,0.6338714361190796
3,0.6213402152061462,6349,,,
3,0.4303269386291504,6399,,,
3,0.42342931032180786,6449,,,
3,0.2739841341972351,6499,,,
3,0.263850599527359,6549,,,
3,0.6088988780975342,6599,,,
3,0.26014867424964905,6649,,,
3,0.4285668134689331,6699,,,
3,0.4223308861255646,6749,,,
3,0.530091404914856,6799,,,
3,1.5351403951644897,6849,,,
3,0.2810448110103607,6899,,,
3,2.7908127307891846,6949,,,
3,0.3903416693210602,6999,,,
3,0.2716536819934845,7049,,,
3,0.7061994671821594,7099,,,
3,0.9480478167533875,7149,,,
3,0.5397007465362549,7199,,,
3,0.5085598230361938,7249,,,
3,0.2452552318572998,7299,,,
3,0.4672588109970093,7349,,,
3,0.2506885826587677,7399,,,
3,0.23213143646717072,7449,,,
3,0.2769846022129059,7499,,,
3,0.5642794966697693,7549,,,
3,0.9361377954483032,7599,,,
3,0.4805583953857422,7649,,,
3,0.6509965658187866,7699,,,
3,0.8593529462814331,7749,,,
3,0.9501534700393677,7799,,,
3,0.5131410956382751,7849,,,
3,0.17177458107471466,7899,,,
3,1.4043058156967163,7949,,,
3,0.5743111371994019,7999,,,
3,0.1629350334405899,8049,,,
3,0.24989347159862518,8099,,,
3,0.6046134829521179,8149,,,
3,0.559277355670929,8199,,,
3,1.2954810857772827,8249,,,
3,0.44992905855178833,8299,,,
3,0.5267858505249023,8349,,,
3,0.8496125936508179,8399,,,
,,36,0.9375,,
,,37,0.96875,,
,,38,0.90625,,
,,39,0.890625,,
,,40,0.890625,,
,,41,0.96875,,
,,42,0.953125,,
,,43,0.96875,,
,,44,0.953125,,
,,45,0.96875,,
,,46,1.0,,
,,47,1.0,,
3,,8443,,0.9460992813110352,
3,,8443,,,0.625220000743866
4,0.46980106830596924,8449,,,
4,0.3141409754753113,8499,,,
4,0.9576849937438965,8549,,,
4,0.3547351062297821,8599,,,
4,1.4861949682235718,8649,,,
4,1.495521068572998,8699,,,
4,0.3593043386936188,8749,,,
4,0.3132172226905823,8799,,,
4,0.5496413111686707,8849,,,
4,0.5128464102745056,8899,,,
4,1.384551763534546,8949,,,
4,0.4695792496204376,8999,,,
4,0.23960784077644348,9049,,,
4,0.45640066266059875,9099,,,
4,0.2606859803199768,9149,,,
4,0.8881615400314331,9199,,,
4,1.2313083410263062,9249,,,
4,0.49336081743240356,9299,,,
4,0.3835103511810303,9349,,,
4,0.4902980327606201,9399,,,
4,2.3147881031036377,9449,,,
4,0.5384631156921387,9499,,,
4,0.32073962688446045,9549,,,
4,0.23614612221717834,9599,,,
4,0.27994614839553833,9649,,,
4,0.8130354881286621,9699,,,
4,0.3805232346057892,9749,,,
4,0.25660035014152527,9799,,,
4,0.40537452697753906,9849,,,
4,0.24886281788349152,9899,,,
4,0.42222315073013306,9949,,,
4,0.47434699535369873,9999,,,
4,1.6850289106369019,10049,,,
4,1.182692527770996,10099,,,
4,0.598903238773346,10149,,,
4,0.69029700756073,10199,,,
4,0.8994653820991516,10249,,,
4,0.31764790415763855,10299,,,
4,0.21860162913799286,10349,,,
4,1.823094367980957,10399,,,
4,0.5379264950752258,10449,,,
4,1.042425274848938,10499,,,
4,0.8830231428146362,10549,,,
,,48,1.0,,
,,49,0.984375,,
,,50,0.9375,,
,,51,1.0,,
,,52,0.953125,,
,,53,1.0,,
,,54,0.96875,,
,,55,1.0,,
,,56,0.984375,,
,,57,0.984375,,
,,58,1.0,,
,,59,1.0,,
4,,10554,,0.9829787015914917,
4,,10554,,,0.6408262252807617
5,1.0581116676330566,10599,,,
5,0.20835545659065247,10649,,,
5,0.46588385105133057,10699,,,
5,0.4828950762748718,10749,,,
5,0.2693694531917572,10799,,,
5,0.2599421739578247,10849,,,
5,0.7369503974914551,10899,,,
5,0.232028067111969,10949,,,
5,0.21020649373531342,10999,,,
5,0.9540924429893494,11049,,,
5,0.5906322598457336,11099,,,
5,0.888006329536438,11149,,,
5,0.34463444352149963,11199,,,
5,0.21191361546516418,11249,,,
5,0.612809956073761,11299,,,
5,0.8949820399284363,11349,,,
5,0.24971671402454376,11399,,,
5,0.4230737090110779,11449,,,
5,0.20082537829875946,11499,,,
5,1.3856663703918457,11549,,,
5,0.6005502939224243,11599,,,
5,1.0131804943084717,11649,,,
5,0.4913432002067566,11699,,,
5,0.240163192152977,11749,,,
5,0.31970375776290894,11799,,,
5,1.0093668699264526,11849,,,
5,0.5579886436462402,11899,,,
5,0.3803952932357788,11949,,,
5,1.5621435642242432,11999,,,
5,0.21018238365650177,12049,,,
5,1.2921310663223267,12099,,,
5,0.26790425181388855,12149,,,
5,0.25152724981307983,12199,,,
5,0.22497865557670593,12249,,,
5,0.4891352653503418,12299,,,
5,0.4240356981754303,12349,,,
5,0.7533146142959595,12399,,,
5,0.32274651527404785,12449,,,
5,0.2024703323841095,12499,,,
5,0.886244535446167,12549,,,
5,0.30623504519462585,12599,,,
5,0.17057813704013824,12649,,,
,,60,1.0,,
,,61,1.0,,
,,62,1.0,,
,,63,1.0,,
,,64,1.0,,
,,65,1.0,,
,,66,1.0,,
,,67,0.984375,,
,,68,1.0,,
,,69,1.0,,
,,70,0.984375,,
,,71,1.0,,
5,,12665,,0.9971631169319153,
5,,12665,,,0.6256200075149536
6,0.20744585990905762,12699,,,
6,1.0459282398223877,12749,,,
6,0.42332375049591064,12799,,,
6,0.7157243490219116,12849,,,
6,0.2807854115962982,12899,,,
6,0.8036630153656006,12949,,,
6,1.310354471206665,12999,,,
6,0.9070342779159546,13049,,,
6,0.27316582202911377,13099,,,
6,0.3082142174243927,13149,,,
6,1.718262791633606,13199,,,
6,0.5487342476844788,13249,,,
6,0.9364515542984009,13299,,,
6,0.4679969549179077,13349,,,
6,1.4541079998016357,13399,,,
6,0.3279576301574707,13449,,,
6,1.452987551689148,13499,,,
6,0.582134485244751,13549,,,
6,0.17928820848464966,13599,,,
6,0.24659934639930725,13649,,,
6,1.0575100183486938,13699,,,
6,0.5441604852676392,13749,,,
6,0.2624959945678711,13799,,,
6,0.654858410358429,13849,,,
6,0.42052528262138367,13899,,,
6,0.42257624864578247,13949,,,
6,1.575100064277649,13999,,,
6,0.28134027123451233,14049,,,
6,0.5372516512870789,14099,,,
6,0.3292493522167206,14149,,,
6,0.32329583168029785,14199,,,
6,0.2993834912776947,14249,,,
6,0.16742797195911407,14299,,,
6,1.9446451663970947,14349,,,
6,0.3280114233493805,14399,,,
6,0.4875994324684143,14449,,,
6,0.46472084522247314,14499,,,
6,0.4001407027244568,14549,,,
6,1.3123095035552979,14599,,,
6,0.26929017901420593,14649,,,
6,0.22809289395809174,14699,,,
6,0.7952684164047241,14749,,,
,,72,1.0,,
,,73,1.0,,
,,74,1.0,,
,,75,1.0,,
,,76,1.0,,
,,77,1.0,,
,,78,1.0,,
,,79,0.984375,,
,,80,1.0,,
,,81,0.984375,,
,,82,1.0,,
,,83,1.0,,
6,,14776,,0.9971631169319153,
6,,14776,,,0.620296835899353
7,0.5076807737350464,14799,,,
7,0.2251579612493515,14849,,,
7,1.3217586278915405,14899,,,
7,0.5312134027481079,14949,,,
7,2.2447712421417236,14999,,,
7,0.3123656213283539,15049,,,
7,0.2834082543849945,15099,,,
7,0.6232094168663025,15149,,,
7,0.18171973526477814,15199,,,
7,0.3413006365299225,15249,,,
7,0.5762668251991272,15299,,,
7,0.3182087540626526,15349,,,
7,0.8491772413253784,15399,,,
7,0.6117311716079712,15449,,,
7,0.5309878587722778,15499,,,
7,1.5069071054458618,15549,,,
7,0.42643433809280396,15599,,,
7,0.6010182499885559,15649,,,
7,0.31170153617858887,15699,,,
7,0.4318510890007019,15749,,,
7,0.5837545394897461,15799,,,
7,0.6855639815330505,15849,,,
7,0.5041728615760803,15899,,,
7,0.6727942228317261,15949,,,
7,0.5788968205451965,15999,,,
7,0.25580790638923645,16049,,,
7,0.32345643639564514,16099,,,
7,0.6659822463989258,16149,,,
7,0.6391688585281372,16199,,,
7,1.1141636371612549,16249,,,
7,0.6163324117660522,16299,,,
7,0.4220474064350128,16349,,,
7,0.42651334404945374,16399,,,
7,0.5992453694343567,16449,,,
7,0.21441598236560822,16499,,,
7,0.26295867562294006,16549,,,
7,0.3724251389503479,16599,,,
7,0.9914112091064453,16649,,,
7,0.5015697479248047,16699,,,
7,0.9514951705932617,16749,,,
7,0.506317675113678,16799,,,
7,0.6111280918121338,16849,,,
,,84,1.0,,
,,85,1.0,,
,,86,0.96875,,
,,87,1.0,,
,,88,0.96875,,
,,89,0.984375,,
,,90,0.984375,,
,,91,1.0,,
,,92,0.984375,,
,,93,0.984375,,
,,94,1.0,,
,,95,1.0,,
7,,16887,,0.9886524677276611,
7,,16887,,,0.6178098320960999
8,0.48414549231529236,16899,,,
8,0.3176366090774536,16949,,,
8,0.646786630153656,16999,,,
8,0.48330217599868774,17049,,,
8,0.45917367935180664,17099,,,
8,0.4698852300643921,17149,,,
8,0.5340355038642883,17199,,,
8,0.7286193370819092,17249,,,
8,0.298658162355423,17299,,,
8,0.23249731957912445,17349,,,
8,0.22152262926101685,17399,,,
8,0.5040063261985779,17449,,,
8,0.5167868137359619,17499,,,
8,0.22027820348739624,17549,,,
8,0.6267455816268921,17599,,,
8,0.5369663834571838,17649,,,
8,0.6117388010025024,17699,,,
8,0.364340215921402,17749,,,
8,1.1579058170318604,17799,,,
8,0.2983776926994324,17849,,,
8,0.3306685984134674,17899,,,
8,0.2719718813896179,17949,,,
8,0.6190822124481201,17999,,,
8,0.24523679912090302,18049,,,
8,1.324397087097168,18099,,,
8,0.42428961396217346,18149,,,
8,0.21978828310966492,18199,,,
8,0.5660075545310974,18249,,,
8,0.39591318368911743,18299,,,
8,0.34068989753723145,18349,,,
8,0.2505146563053131,18399,,,
8,0.44024819135665894,18449,,,
8,0.4609982371330261,18499,,,
8,0.35216525197029114,18549,,,
8,1.2791259288787842,18599,,,
8,1.1085186004638672,18649,,,
8,0.5383039712905884,18699,,,
8,0.585205614566803,18749,,,
8,0.42067083716392517,18799,,,
8,0.8838268518447876,18849,,,
8,0.2810223698616028,18899,,,
8,0.28919246792793274,18949,,,
,,96,1.0,,
,,97,1.0,,
,,98,1.0,,
,,99,1.0,,
,,100,1.0,,
,,101,1.0,,
,,102,0.984375,,
,,103,0.984375,,
,,104,0.984375,,
,,105,1.0,,
,,106,1.0,,
,,107,1.0,,
8,,18998,,0.9957447052001953,
8,,18998,,,0.6236634850502014
9,0.543061375617981,18999,,,
9,0.22968076169490814,19049,,,
9,0.8741034865379333,19099,,,
9,0.9281712770462036,19149,,,
9,0.4299813508987427,19199,,,
9,0.18824546039104462,19249,,,
9,0.12139792740345001,19299,,,
9,0.5894714593887329,19349,,,
9,0.5493237972259521,19399,,,
9,0.324465274810791,19449,,,
9,0.7267381548881531,19499,,,
9,0.22097055613994598,19549,,,
9,0.5171218514442444,19599,,,
9,0.5164228677749634,19649,,,
9,0.5766159892082214,19699,,,
9,0.2609335482120514,19749,,,
9,1.2534950971603394,19799,,,
9,0.42196863889694214,19849,,,
9,1.4365501403808594,19899,,,
9,0.33550313115119934,19949,,,
9,0.5560327172279358,19999,,,
9,0.8870768547058105,20049,,,
9,0.4779835343360901,20099,,,
9,2.0803442001342773,20149,,,
9,0.530466616153717,20199,,,
9,0.7247651219367981,20249,,,
9,0.891809344291687,20299,,,
9,0.42510509490966797,20349,,,
9,0.4310861825942993,20399,,,
9,0.4927915632724762,20449,,,
9,0.42572468519210815,20499,,,
9,0.22012168169021606,20549,,,
9,1.08207368850708,20599,,,
9,0.3059791326522827,20649,,,
9,0.5317736268043518,20699,,,
9,0.42373764514923096,20749,,,
9,0.3293186128139496,20799,,,
9,0.18055881559848785,20849,,,
9,0.8954184651374817,20899,,,
9,0.2776126265525818,20949,,,
9,0.1729944348335266,20999,,,
9,0.42101672291755676,21049,,,
9,1.1617637872695923,21099,,,
,,108,1.0,,
,,109,1.0,,
,,110,1.0,,
,,111,1.0,,
,,112,1.0,,
,,113,1.0,,
,,114,0.984375,,
,,115,1.0,,
,,116,1.0,,
,,117,1.0,,
,,118,1.0,,
,,119,1.0,,
9,,21109,,0.99858158826828,
9,,21109,,,0.612504243850708
